fonte_dados,cod_estacao,estacao_historica,ano_alvo,estacao_mp10,municipio_mp10,distancia_km,nota,n_dias_mp10_validos,n_dias_precip_com_valor,n_overlap_primario,n_overlap_sens_1,n_overlap_sens_2,n_overlap_convencional,tipo_regra,criterio_primario,elegivel_pareamento_primario,pct_dias_precip_com_valor,pct_overlap_primario,pct_overlap_sens_1,pct_overlap_sens_2,pct_overlap_convencional,nome_estacao,municipios,tipo_estacao,periodicidade_fonte,faixa_operacional
CEMADEN,260290206A,CUPE,2021,EDCUPE,Ipojuca,18.222382790197,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,CABO DE SANTO AGOSTINHO - APAC,CABO DE SANTO AGOSTINHO,PLUVIOMETRICA_AUTOMATICA,"",>10-20 km
CEMADEN,260290205A,CUPE,2021,EDCUPE,Ipojuca,19.6094816469432,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,322,329,330,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,92.7953890489914,94.8126801152738,95.1008645533141,0,Pontes dos Carvalhos,CABO DE SANTO AGOSTINHO,PLUVIOMETRICA_AUTOMATICA,"",>10-20 km
CEMADEN,260520202A,CUPE,2021,EDCUPE,Ipojuca,21.5213697879108,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,180,107,120,136,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,51.8731988472623,30.835734870317,34.5821325648415,39.193083573487,0,ESCADA - APAC,ESCADA,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,260520202H,CUPE,2021,EDCUPE,Ipojuca,21.6017317871121,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,Escada | Rio Ipojuca,ESCADA,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,260520201A,CUPE,2021,EDCUPE,Ipojuca,21.9971983216112,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,298,309,316,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,85.8789625360231,89.0489913544669,91.0662824207493,0,Jaguaribe,ESCADA,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,261420401A,CUPE,2021,EDCUPE,Ipojuca,23.0602761438403,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,344,268,289,296,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.135446685879,77.2334293948127,83.28530259366,85.3025936599424,0,Centro,SIRINHAÉM,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,261420402A,CUPE,2021,EDCUPE,Ipojuca,23.109201123868,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,179,144,154,161,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,51.5850144092219,41.4985590778098,44.3804034582133,46.3976945244957,0,SIRINHAEM - APAC,SIRINHAÉM,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,260790109A,CUPE,2021,EDCUPE,Ipojuca,23.2215217636625,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,212,183,195,198,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,61.0951008645533,52.7377521613833,56.1959654178674,57.0605187319885,0,Barra de Jangada,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,260790104A,CUPE,2021,EDCUPE,Ipojuca,25.322572151003,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,308,317,331,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,88.7608069164265,91.3544668587896,95.3890489913545,0,Prazeres,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,260790101A,CUPE,2021,EDCUPE,Ipojuca,27.9953383239216,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,321,329,331,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,92.507204610951,94.8126801152738,95.3890489913545,0,Muribeca,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
CEMADEN,260790110A,CUPE,2021,EDCUPE,Ipojuca,28.4946873596889,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,Cajueiro Seco,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>20-30 km
INMET,82897,CUPE,2021,EDCUPE,Ipojuca,29.4444398985124,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,INMET_CONVENCIONAL,INMET_CONV_24H_PENDENTE_ALINHAMENTO,FALSE,0,0,0,0,0,TAPACURA,"",CONVENCIONAL,Horaria,>20-30 km
CEMADEN,260790106A,CUPE,2021,EDCUPE,Ipojuca,30.5818407434982,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,292,309,317,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,84.149855907781,89.0489913544669,91.3544668587896,0,Piedade,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261640705A,CUPE,2021,EDCUPE,Ipojuca,31.5350909270182,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,222,107,109,122,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,63.9769452449568,30.835734870317,31.4121037463977,35.1585014409222,0,VITORIA DE SANTO ANTAO - APAC,VITÓRIA DE SANTO ANTÃO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261190301A,CUPE,2021,EDCUPE,Ipojuca,31.6890427471465,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,275,288,297,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,79.2507204610951,82.9971181556196,85.5907780979827,0,Centro,RIO FORMOSO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260940202A,CUPE,2021,EDCUPE,Ipojuca,31.7290943089611,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,346,322,330,332,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.7118155619597,92.7953890489914,95.1008645533141,95.6772334293948,0,Centro,MORENO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160611G,CUPE,2021,EDCUPE,Ipojuca,31.8527186950532,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,287,186,270,280,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,82.7089337175793,53.6023054755043,77.8097982708934,80.6916426512968,0,UR12 - COHAB II,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790107A,CUPE,2021,EDCUPE,Ipojuca,31.9011835071138,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,111,93,97,100,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,31.9884726224784,26.8011527377522,27.9538904899135,28.8184438040346,0,Centro,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790119H,CUPE,2021,EDCUPE,Ipojuca,31.9333905583202,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,Engenho Velho,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160615A,CUPE,2021,EDCUPE,Ipojuca,32.1368931518028,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,297,309,313,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,85.5907780979827,89.0489913544669,90.2017291066282,0,Ibura,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160609G,CUPE,2021,EDCUPE,Ipojuca,32.1442596676448,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,341,252,309,314,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,98.2708933717579,72.6224783861672,89.0489913544669,90.4899135446686,0,UR12 - COHAB,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160607G,CUPE,2021,EDCUPE,Ipojuca,32.2669767113391,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,2,0,0,0,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,0.576368876080692,0,0,0,0,UR2 - COHAB,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160604A,CUPE,2021,EDCUPE,Ipojuca,32.4495921303536,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,346,323,332,336,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.7118155619597,93.0835734870317,95.6772334293948,96.8299711815562,0,Alto Bela Vista | USF Alto Bela Vista-Ibura,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790115H,CUPE,2021,EDCUPE,Ipojuca,32.4644442361118,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,Santana,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160606G,CUPE,2021,EDCUPE,Ipojuca,32.7409900538954,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,242,334,338,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,69.7406340057637,96.2536023054755,97.4063400576369,0,Lagoa Encantada - COHAB,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790101G,CUPE,2021,EDCUPE,Ipojuca,32.8891991602433,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,300,188,267,275,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,86.4553314121038,54.178674351585,76.9452449567723,79.2507204610951,0,Socorro,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790106G,CUPE,2021,EDCUPE,Ipojuca,33.0410235700866,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,COMPESA - Dois Carneiros,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160605G,CUPE,2021,EDCUPE,Ipojuca,33.1466387026781,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,295,205,280,282,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,85.014409221902,59.0778097982709,80.6916426512968,81.2680115273775,0,UR3 - Ibura,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261190303A,CUPE,2021,EDCUPE,Ipojuca,33.4782260178803,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,159,79,85,87,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,45.821325648415,22.7665706051873,24.4956772334294,25.0720461095101,0,RIO FORMOSO - APAC,RIO FORMOSO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261180402A,CUPE,2021,EDCUPE,Ipojuca,33.697359849093,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,149,0,0,11,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,42.9394812680115,0,0,3.1700288184438,0,ARIPIBU - APAC,RIBEIRÃO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790102G,CUPE,2021,EDCUPE,Ipojuca,33.7159452352425,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,241,336,339,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,69.4524495677234,96.8299711815562,97.6945244956772,0,Alto Vento,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160609A,CUPE,2021,EDCUPE,Ipojuca,33.8776438734757,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,345,252,262,279,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.4236311239193,72.6224783861672,75.5043227665706,80.4034582132565,0,Imbiribeira | UPA da Imbiribeira,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790104G,CUPE,2021,EDCUPE,Ipojuca,34.0700744136745,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,218,152,214,215,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,62.8242074927954,43.8040345821326,61.671469740634,61.9596541786744,0,Alto do Reservatório,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261140801A,CUPE,2021,EDCUPE,Ipojuca,34.3468638544025,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,344,266,269,272,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.135446685879,76.657060518732,77.521613832853,78.3861671469741,0,Centro | Residencial Primavera,PRIMAVERA,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790103A,CUPE,2021,EDCUPE,Ipojuca,34.4564927035194,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,325,213,254,275,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,93.6599423631124,61.3832853025937,73.1988472622478,79.2507204610951,0,Cavaleiro,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261140802A,CUPE,2021,EDCUPE,Ipojuca,34.6284142956858,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,42,17,18,18,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,12.1037463976945,4.89913544668588,5.18731988472623,5.18731988472623,0,PRIMAVERA - APAC,PRIMAVERA,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790105G,CUPE,2021,EDCUPE,Ipojuca,34.6570026009308,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,48,36,45,46,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,13.8328530259366,10.3746397694525,12.9682997118156,13.2564841498559,0,Manassu,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160608G,CUPE,2021,EDCUPE,Ipojuca,34.6570026009308,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,Manassu,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790102A,CUPE,2021,EDCUPE,Ipojuca,35.1311145429196,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,268,144,148,154,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,77.2334293948127,41.4985590778098,42.6512968299712,44.3804034582133,0,Cavaleiro 2 | Cavaleiro2,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160621A,CUPE,2021,EDCUPE,Ipojuca,35.1807831840281,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,316,327,329,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,91.0662824207493,94.2363112391931,94.8126801152738,0,Areias,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790103G,CUPE,2021,EDCUPE,Ipojuca,35.3545949089098,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,343,230,326,335,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,98.8472622478386,66.2824207492795,93.9481268011527,96.5417867435159,0,Curado II,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260790108A,CUPE,2021,EDCUPE,Ipojuca,36.1887365141337,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,313,328,333,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,90.2017291066282,94.5244956772334,95.9654178674352,0,Curado 4 | CuradoII,JABOATÃO DOS GUARARAPES,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260940201A,CUPE,2021,EDCUPE,Ipojuca,36.5710205481279,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,343,304,311,317,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,98.8472622478386,87.6080691642651,89.6253602305476,91.3544668587896,0,Bonança,MORENO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261190302A,CUPE,2021,EDCUPE,Ipojuca,36.7326572733228,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,345,257,269,286,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.4236311239193,74.0634005763689,77.521613832853,82.4207492795389,0,Cocaú,RIO FORMOSO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160617A,CUPE,2021,EDCUPE,Ipojuca,37.3789076993713,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,293,305,315,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,84.4380403458213,87.8962536023055,90.7780979827089,0,Pina,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160619A,CUPE,2021,EDCUPE,Ipojuca,38.3573966560215,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,291,243,249,258,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,83.8616714697406,70.028818443804,71.7579250720461,74.3515850144092,0,San Martin,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
INMET,A301,CUPE,2021,EDCUPE,Ipojuca,38.7434579472453,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,295,278,294,294,0,INMET_AUTOMATICA,INMET_AUTO_24H,TRUE,85.014409221902,80.1152737752162,84.7262247838617,84.7262247838617,0,RECIFE,"",AUTOMATICA,Horaria,>30-50 km
INMET,82900,CUPE,2021,EDCUPE,Ipojuca,38.7434579472453,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,RECIFE (CURADO),"",CONVENCIONAL,Horaria,>30-50 km
CEMADEN,261180401A,CUPE,2021,EDCUPE,Ipojuca,39.5222245176756,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,343,272,291,299,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,98.8472622478386,78.3861671469741,83.8616714697406,86.1671469740634,0,Bandeirante,RIBEIRÃO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261485702A,CUPE,2021,EDCUPE,Ipojuca,39.7778082094504,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,289,308,324,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,83.28530259366,88.7608069164265,93.371757925072,0,TAMANDARE - APAC,TAMANDARÉ,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160622A,CUPE,2021,EDCUPE,Ipojuca,40.1855068021903,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,1,0,0,0,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,0.288184438040346,0,0,0,0,Boa Vista,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160603G,CUPE,2021,EDCUPE,Ipojuca,40.5684493404445,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,345,214,305,312,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,99.4236311239193,61.671469740634,87.8962536023055,89.9135446685879,0,Brega e Chique,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261370102A,CUPE,2021,EDCUPE,Ipojuca,40.5758768411623,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,282,292,300,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,81.2680115273775,84.149855907781,86.4553314121038,0,Nossa Senhora da Luz,SÃO LOURENÇO DA MATA,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160601A,CUPE,2021,EDCUPE,Ipojuca,40.7974052431359,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,337,296,304,312,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,97.1181556195965,85.3025936599424,87.6080691642651,89.9135446685879,0,Varzea,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261160616A,CUPE,2021,EDCUPE,Ipojuca,40.9288747245812,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,0,0,0,0,0,,,FALSE,0,0,0,0,0,Várzea,RECIFE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261640703A,CUPE,2021,EDCUPE,Ipojuca,41.4457294212164,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,307,321,326,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,88.4726224783862,92.507204610951,93.9481268011527,0,Cajá,VITÓRIA DE SANTO ANTÃO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,261640704A,CUPE,2021,EDCUPE,Ipojuca,41.6191257383009,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,338,306,311,318,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,97.4063400576369,88.1844380403458,89.6253602305476,91.64265129683,0,Livramento,VITÓRIA DE SANTO ANTÃO,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260345401A,CUPE,2021,EDCUPE,Ipojuca,41.6801689090858,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,320,326,333,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,92.2190201729107,93.9481268011527,95.9654178674352,0,Timbi,CAMARAGIBE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
CEMADEN,260345403A,CUPE,2021,EDCUPE,Ipojuca,41.9883218244496,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,347,347,289,301,309,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,100,83.28530259366,86.7435158501441,89.0489913544669,0,Bairro dos Estados,CAMARAGIBE,PLUVIOMETRICA_AUTOMATICA,"",>30-50 km
